institute_std,subscription_start_month,class_bundle_signature,class_count,learner_count,core_subject_count,bundle_confidence
AMANSIE WEST RURAL BANK LTD.,,356|531,2,2,2,LOW
AMANSIE WEST RURAL BANK LTD.,,395,1,1,1,LOW
AMANSIE WEST RURAL BANK LTD.,,434,1,1,1,LOW
AMANSIE WEST RURAL BANK LTD.,,520,1,10,1,LOW
AMANSIE WEST RURAL BANK LTD.,,520|523,2,1,2,LOW
AMANSIE WEST RURAL BANK LTD.,,520|526,2,1,2,LOW
AMANSIE WEST RURAL BANK LTD.,,520|531,2,1,2,LOW
AMANSIE WEST RURAL BANK LTD.,,522,1,5,1,LOW
AMANSIE WEST RURAL BANK LTD.,,522|523|524|531|533,5,1,4,LOW
AMANSIE WEST RURAL BANK LTD.,,522|526,2,1,2,LOW
AMANSIE WEST RURAL BANK LTD.,,523|525|531,3,1,3,LOW
AMANSIE WEST RURAL BANK LTD.,,524,1,2,1,LOW
AMANSIE WEST RURAL BANK LTD.,,524|525|531,3,1,3,LOW
AMANSIE WEST RURAL BANK LTD.,,524|531,2,1,2,LOW
AMANSIE WEST RURAL BANK LTD.,,525,1,2,1,LOW
AMANSIE WEST RURAL BANK LTD.,,530|531,2,1,2,LOW
AMANSIE WEST RURAL BANK LTD.,,531,1,6,1,LOW
AMANSIE WEST RURAL BANK LTD.,,586,1,1,1,LOW
AMANSIE WEST RURAL BANK LTD.,,619,1,1,1,LOW
AMANTIN & KASEI COMM. BANK LTD,2023-08,520,1,3,1,LOW
AMANTIN & KASEI COMM. BANK LTD,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,21,4,MEDIUM
AMANTIN & KASEI COMM. BANK LTD,2024-04,521|522|523|524|525|526|527|528|529|530|531|532|533|534,14,2,4,LOW
AMANTIN & KASEI COMM. BANK LTD,2025-08,520,1,1,1,LOW
AMANTIN & KASEI COMM. BANK LTD,2026-02,596|597|598|599,4,3,4,LOW
AMANTIN & KASEI COMM. BANK LTD,2026-03,596|597|598|599,4,3,4,LOW
AMANTIN & KASEI COMM. BANK LTD,2026-06,580,1,14,1,LOW
AMANTIN & KASEI COMM. BANK LTD,,356|520|522|523|524,5,1,4,LOW
AMANTIN AND KASEI COMMUNITY BANK LTD,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,1,4,LOW
AMANTIN AND KASEI COMMUNITY BANK LTD,2026-06,580,1,1,1,LOW
AMASAMAN,2020-03,258,1,1,1,LOW
AMASAMAN,,258,1,1,1,LOW
AMENFIMAN RURAL BANK LTD.,2023-08,520,1,1,1,LOW
AMENFIMAN RURAL BANK LTD.,2024-04,521|522|523|524|525|526|527|528|529|530|531|532|533|534,14,2,4,LOW
AMENFIMAN RURAL BANK LTD.,2025-08,520,1,2,1,LOW
AMENFIMAN RURAL BANK LTD.,2025-08,520|530,2,2,2,LOW
AMENFIMAN RURAL BANK LTD.,2025-09,520|522,2,28,2,LOW
AMENFIMAN RURAL BANK LTD.,2025-09,520|527,2,19,2,LOW
AMENFIMAN RURAL BANK LTD.,2025-09,520|527|533|583,4,2,4,LOW
AMENFIMAN RURAL BANK LTD.,2025-09,520|530,2,2,2,LOW
AMENFIMAN RURAL BANK LTD.,2025-09,520|531|533|583,4,173,4,HIGH
AMENFIMAN RURAL BANK LTD.,2025-09,522|524|525|526|527,5,1,4,LOW
AMENFIMAN RURAL BANK LTD.,2025-09,527,1,1,1,LOW
AMENFIMAN RURAL BANK LTD.,2025-10,520|531|533|583,4,36,4,MEDIUM
AMENFIMAN RURAL BANK LTD.,2025-10,520|531|583,3,1,3,LOW
AMENFIMAN RURAL BANK LTD.,2025-11,520,1,27,1,LOW
AMENFIMAN RURAL BANK LTD.,2025-11,520|521|531,3,5,3,LOW
AMENFIMAN RURAL BANK LTD.,2025-11,520|522,2,2,2,LOW
AMENFIMAN RURAL BANK LTD.,2025-11,520|523,2,1,2,LOW
AMENFIMAN RURAL BANK LTD.,2025-11,520|526|534,3,2,3,LOW
AMENFIMAN RURAL BANK LTD.,2025-11,520|531,2,18,2,LOW
AMENFIMAN RURAL BANK LTD.,2025-11,520|531|533,3,1,3,LOW
AMENFIMAN RURAL BANK LTD.,2025-11,520|531|533|583,4,141,4,HIGH
AMENFIMAN RURAL BANK LTD.,2025-11,520|531|534,3,1,3,LOW
AMENFIMAN RURAL BANK LTD.,2026-04,520,1,50,1,LOW
AMENFIMAN RURAL BANK LTD.,2026-06,580,1,309,1,LOW
AMENFIMAN RURAL BANK LTD.,,253,1,1,1,LOW
AMENFIMAN RURAL BANK LTD.,,267,1,1,1,LOW
AMENFIMAN RURAL BANK LTD.,,267|292|543|582,4,1,4,LOW
AMENFIMAN RURAL BANK LTD.,,288,1,1,1,LOW
AMENFIMAN RURAL BANK LTD.,,332|443|535,3,1,3,LOW
AMENFIMAN RURAL BANK LTD.,,357|520,2,1,2,LOW
AMENFIMAN RURAL BANK LTD.,,520,1,67,1,LOW
AMENFIMAN RURAL BANK LTD.,,522|531,2,1,2,LOW
AMENFIMAN RURAL BANK LTD.,,523|530,2,1,2,LOW
AMENFIMAN RURAL BANK LTD.,,526|533,2,1,2,LOW
AMENFIMAN RURAL BANK LTD.,,533,1,1,1,LOW
AMENFIMAN RURAL BANK LTD.,,580,1,1,1,LOW
AMRB,2026-04,520,1,1,1,LOW
AMREF AFRICA,2020-06,352|391,2,1,2,LOW
AMUGA RURAL BANK LTD.,2023-08,520,1,3,1,LOW
AMUGA RURAL BANK LTD.,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,4,4,LOW
AMUGA RURAL BANK LTD.,2025-04,520|528,2,4,2,LOW
AMUGA RURAL BANK LTD.,2025-08,356|520|521|522|523|524|525|527|528|529|530|531|532|533|534|583,16,1,4,LOW
AMUGA RURAL BANK LTD.,2025-08,356|524,2,1,2,LOW
AMUGA RURAL BANK LTD.,2025-08,356|524|527,3,2,3,LOW
AMUGA RURAL BANK LTD.,2025-08,356|524|527|531,4,3,4,LOW
AMUGA RURAL BANK LTD.,2025-09,520|527,2,1,2,LOW
AMUGA RURAL BANK LTD.,2025-11,520,1,26,1,LOW
AMUGA RURAL BANK LTD.,2026-04,520,1,21,1,LOW
AMUGA RURAL BANK LTD.,2026-06,580,1,38,1,LOW
AMUGA RURAL BANK LTD.,,251,1,1,1,LOW
AMUGA RURAL BANK LTD.,,267|586,2,1,2,LOW
AMUGA RURAL BANK LTD.,,348,1,1,1,LOW
AMUGA RURAL BANK LTD.,,356,1,1,1,LOW
AMUGA RURAL BANK LTD.,,356|520,2,2,2,LOW
AMUGA RURAL BANK LTD.,,520,1,7,1,LOW
AMUGA RURAL BANK LTD.,,520|522|524|531,4,1,4,LOW
AMUGA RURAL BANK LTD.,,520|528|533,3,1,3,LOW
AMUGA RURAL BANK LTD.,,522|525,2,1,2,LOW
AMUGA RURAL BANK LTD.,,522|531,2,1,2,LOW
AMUGA RURAL BANK LTD.,,524,1,1,1,LOW
AMUGA RURAL BANK LTD.,,525|531|533,3,1,3,LOW
AMUGA RURAL BANK LTD.,,531,1,1,1,LOW
AMUGA RURAL BANK LTD.,,531|533,2,1,2,LOW
AMUGA RURAL BANK LTD.,,594,1,1,1,LOW
ANBARIYA SHS,,259|262,2,1,2,LOW
ANKOBRA WEST RURAL BANK LIMITE,2023-08,520,1,1,1,LOW
ANKOBRA WEST RURAL BANK LIMITE,2026-06,580,1,1,1,LOW
ANKOBRA WEST RURAL BANK LTD.,2025-08,520,1,1,1,LOW
ANKOBRA WEST RURAL BANK LTD.,2026-06,580,1,1,1,LOW
ANKOBRA WEST RURAL BANK LTD.,,220,1,1,1,LOW
ANKOBRA WEST RURAL BANK LTD.,,520,1,1,1,LOW
ANKOBRA WEST RURAL BANK LTD.,,524|531,2,1,2,LOW
ANKOBRA WEST RURAL BANK LTD.,,530,1,1,1,LOW
ANLO RURAL BANK LIMITED,2023-08,520,1,2,1,LOW
ANLO RURAL BANK LIMITED,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,33,4,MEDIUM
ANLO RURAL BANK LIMITED,2024-04,521|522|523|524|525|526|527|528|529|530|531|532|533|534,14,1,4,LOW
ANLO RURAL BANK LIMITED,2025-05,520|528|530,3,22,3,MEDIUM
ANLO RURAL BANK LIMITED,2025-08,520|532,2,1,2,LOW
ANLO RURAL BANK LIMITED,2025-10,520|524|526|528|530|532|533|583,8,29,4,MEDIUM
ANLO RURAL BANK LIMITED,2026-04,520,1,4,1,LOW
ANLO RURAL BANK LIMITED,2026-04,520|522|524|525|526|527|528|529|530|531|533|534|583,13,1,4,LOW
ANLO RURAL BANK LIMITED,2026-06,580,1,31,1,LOW
ANLO RURAL BANK LIMITED,,22|288,2,1,2,LOW
ANLO RURAL BANK LTD.,2025-05,520|528|530,3,1,3,LOW
ANLO RURAL BANK LTD.,2025-10,520|524|526|528|530|532|533|583,8,1,4,LOW
ANLO RURAL BANK LTD.,2025-11,520|521|522|524|525|526|528|530|531|532|533|534|583,13,2,4,LOW
ANLO RURAL BANK LTD.,2026-04,520,1,14,1,LOW
ANLO RURAL BANK LTD.,2026-04,520|521|523|524|525|526|530|534,8,1,4,LOW
ANLO RURAL BANK LTD.,2026-04,520|521|523|524|525|527|528|529|530|531|534|583,12,1,4,LOW
ANLO RURAL BANK LTD.,2026-04,520|522|523|524|525|526|527|528|529|530|531|533|534|583,14,1,4,LOW
ANLO RURAL BANK LTD.,2026-04,520|529,2,2,2,LOW
ANLO RURAL BANK LTD.,2026-06,580,1,11,1,LOW
ANLO RURAL BANK LTD.,,520,1,2,1,LOW
ANUM PRESBYTERIAN SCHOOL,,289,1,1,1,LOW
ANUM RURAL BANK LIMITED,2023-08,520,1,1,1,LOW
ANUM RURAL BANK LIMITED,2024-01,520|521|522|523|524|525|526|527|528|529|531|532|533|534,14,8,4,LOW
ANUM RURAL BANK LIMITED,2024-04,521|522|523|524|525|526|527|528|529|530|531|532|533|534,14,1,4,LOW
ANUM RURAL BANK LIMITED,2025-11,520,1,3,1,LOW
ANUM RURAL BANK LIMITED,2026-04,520,1,2,1,LOW
ANUM RURAL BANK LIMITED,2026-06,580,1,5,1,LOW
ANUM RURAL BANK LIMITED,,267|348,2,1,2,LOW
ANUM RURAL BANK LIMITED,,356,1,1,1,LOW
ANUM RURAL BANK LIMITED,,520,1,2,1,LOW
ANUM RURAL BANK LIMITED,,528|531,2,1,2,LOW
ANUM RURAL BANK LIMITED,,530,1,1,1,LOW
ANUM RURAL BANK LIMITED,,580|625,2,1,2,LOW
ANUM RURAL BANK LTD.,2025-10,520,1,12,1,LOW
ANUM RURAL BANK LTD.,2025-10,520|523,2,1,2,LOW
ANUM RURAL BANK LTD.,2025-11,520,1,35,1,LOW
ANUM RURAL BANK LTD.,2025-11,520|527,2,1,2,LOW
ANUM RURAL BANK LTD.,2026-04,520,1,28,1,LOW
ANUM RURAL BANK LTD.,2026-06,580,1,42,1,LOW
ANUM RURAL BANK LTD.,,356|522|524|526|531,5,1,4,LOW
ANUM RURAL BANK LTD.,,356|531,2,1,2,LOW
ANUM RURAL BANK LTD.,,434,1,1,1,LOW
ANUM RURAL BANK LTD.,,520,1,5,1,LOW
ANUM RURAL BANK LTD.,,522,1,1,1,LOW
ANUM RURAL BANK LTD.,,522|525|534,3,1,3,LOW
ANUM RURAL BANK LTD.,,524|525|531,3,1,3,LOW
ANUM RURAL BANK LTD.,,525,1,1,1,LOW
ANUM RURAL BANK LTD.,,525|531,2,2,2,LOW
ANUM RURAL BANK LTD.,,525|533,2,1,2,LOW
ANUM RURAL BANK LTD.,,528|531,2,1,2,LOW
APCE B,,259,1,1,1,LOW
ARB,,580|586,2,1,2,LOW
ARB APEX BANK PLC,2023-06,356|520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,16,3,4,LOW
ARB APEX BANK PLC,2023-06,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,106,4,HIGH
ARB APEX BANK PLC,2023-08,520,1,2,1,LOW
ARB APEX BANK PLC,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,2,4,LOW
ARB APEX BANK PLC,2024-07,520|530,2,2,2,LOW
ARB APEX BANK PLC,2024-07,521|525|530|534,4,1,4,LOW
ARB APEX BANK PLC,2024-07,521|525|534,3,1,3,LOW
ARB APEX BANK PLC,2024-08,520,1,1,1,LOW
ARB APEX BANK PLC,2024-11,339|520|521|523|525|526|528|530|531|532|533|534|583,13,1,4,LOW
ARB APEX BANK PLC,2024-11,520|521|523|525|526|528|530|531|532|533|534|583,12,30,4,MEDIUM
ARB APEX BANK PLC,2025-01,356|520|525,3,1,3,LOW
ARB APEX BANK PLC,2025-01,520,1,31,1,LOW
ARB APEX BANK PLC,2025-01,520|523|524|525|526|528|530|531|533|534,10,30,4,MEDIUM
ARB APEX BANK PLC,2025-01,520|523|525|530|534,5,1,4,LOW
ARB APEX BANK PLC,2025-01,520|525,2,3,2,LOW
ARB APEX BANK PLC,2025-01,520|525|526|528|530,5,1,4,LOW
ARB APEX BANK PLC,2025-01,520|525|526|528|534,5,1,4,LOW
ARB APEX BANK PLC,2025-01,520|525|526|530|534,5,3,4,LOW
ARB APEX BANK PLC,2025-01,520|525|526|534,4,2,4,LOW
ARB APEX BANK PLC,2025-01,520|525|530|534,4,1,4,LOW
ARB APEX BANK PLC,2025-01,520|526|528|534,4,2,4,LOW
ARB APEX BANK PLC,2025-01,520|526|530|534,4,3,4,LOW
ARB APEX BANK PLC,2025-01,520|530|534,3,1,3,LOW
ARB APEX BANK PLC,2025-01,534,1,1,1,LOW
ARB APEX BANK PLC,2025-04,520|521|528|530|531|534,6,2,4,LOW
ARB APEX BANK PLC,2025-05,530,1,1,1,LOW
ARB APEX BANK PLC,2025-08,356,1,1,1,LOW
ARB APEX BANK PLC,2025-08,356|583,2,1,2,LOW
ARB APEX BANK PLC,2025-08,520|521|522|524|525|527|528|530|531|532|534,11,1,4,LOW
ARB APEX BANK PLC,2025-08,520|524|529|531,4,1,4,LOW
ARB APEX BANK PLC,2025-09,520,1,1,1,LOW
ARB APEX BANK PLC,2025-09,520|524|531,3,2,3,LOW
ARB APEX BANK PLC,2025-09,520|531,2,1,2,LOW
ARB APEX BANK PLC,2025-09,520|531|533|583,4,14,4,LOW
ARB APEX BANK PLC,2025-10,520,1,5,1,LOW
ARB APEX BANK PLC,2025-10,520|531|533|583,4,1,4,LOW
ARB APEX BANK PLC,2025-11,520,1,149,1,LOW
ARB APEX BANK PLC,2025-11,520|522|531,3,1,3,LOW
ARB APEX BANK PLC,2025-11,520|531|533|583,4,12,4,LOW
ARB APEX BANK PLC,2025-11,520|531|534,3,1,3,LOW
ARB APEX BANK PLC,2025-11,524,1,1,1,LOW
ARB APEX BANK PLC,2025-12,520,1,122,1,LOW
ARB APEX BANK PLC,2026-03,520,1,2,1,LOW
ARB APEX BANK PLC,2026-03,520|527,2,1,2,LOW
ARB APEX BANK PLC,2026-03,520|531,2,1,2,LOW
ARB APEX BANK PLC,2026-03,583,1,196,1,LOW
ARB APEX BANK PLC,2026-04,520,1,34,1,LOW
ARB APEX BANK PLC,2026-04,520|526,2,1,2,LOW
ARB APEX BANK PLC,2026-04,580,1,2,1,LOW
ARB APEX BANK PLC,2026-06,580,1,244,1,LOW
ARB APEX BANK PLC,,218,1,1,1,LOW
ARB APEX BANK PLC,,255|259,2,1,2,LOW
ARB APEX BANK PLC,,267|356,2,1,2,LOW
ARB APEX BANK PLC,,269,1,1,1,LOW
ARB APEX BANK PLC,,288,1,1,1,LOW
ARB APEX BANK PLC,,344,1,1,1,LOW
ARB APEX BANK PLC,,348,1,1,1,LOW
ARB APEX BANK PLC,,356,1,7,1,LOW
ARB APEX BANK PLC,,356|530,2,1,2,LOW
ARB APEX BANK PLC,,443,1,1,1,LOW
ARB APEX BANK PLC,,507,1,1,1,LOW
ARB APEX BANK PLC,,520,1,15,1,LOW
ARB APEX BANK PLC,,520|528,2,1,2,LOW
ARB APEX BANK PLC,,524,1,1,1,LOW
ARB APEX BANK PLC,,524|526|528|530|534,5,1,4,LOW
ARB APEX BANK PLC,,525,1,1,1,LOW
ARB APEX BANK PLC,,531,1,2,1,LOW
ARB APEX BANK PLC,,543,1,1,1,LOW
ARB APEX BANK PLC,,580,1,1,1,LOW
ASALPRO,,262,1,1,1,LOW
ASANAK INSTITUTE,2023-08,339,1,1,1,LOW
ASANAK INSTITUTE,,543,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2023-08,520,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,1,4,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-04,520,1,2,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,356,1,17,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,356|520,2,3,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,356|520|526|528|531|532,6,1,4,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,356|520|531,3,1,3,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,356|522,2,9,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,356|524,2,9,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,356|531,2,8,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,522,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,524,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,530,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-08,533,1,3,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-09,356,1,3,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-09,356|522,2,4,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-09,356|524,2,4,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-09,356|527,2,1,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-09,356|531,2,4,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-09,522,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-09,524,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-09,527,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-10,520,1,57,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-10,520|522,2,1,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-10,520|530,2,1,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-11,520,1,10,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-11,520|522,2,5,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2025-11,520|531,2,2,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2026-04,520,1,7,1,LOW
ASANTE AKYEM RURAL BANK LTD.,2026-04,520|526,2,1,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2026-05,524|531,2,1,2,LOW
ASANTE AKYEM RURAL BANK LTD.,2026-06,580,1,50,1,LOW
ASANTE AKYEM RURAL BANK LTD.,,356,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,,356|522,2,2,2,LOW
ASANTE AKYEM RURAL BANK LTD.,,356|522|525,3,1,3,LOW
ASANTE AKYEM RURAL BANK LTD.,,356|522|526|531,4,1,4,LOW
ASANTE AKYEM RURAL BANK LTD.,,356|524,2,1,2,LOW
ASANTE AKYEM RURAL BANK LTD.,,356|526|531,3,1,3,LOW
ASANTE AKYEM RURAL BANK LTD.,,356|531,2,1,2,LOW
ASANTE AKYEM RURAL BANK LTD.,,520,1,2,1,LOW
ASANTE AKYEM RURAL BANK LTD.,,522,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,,522|525|528|530|531,5,1,4,LOW
ASANTE AKYEM RURAL BANK LTD.,,522|526,2,1,2,LOW
ASANTE AKYEM RURAL BANK LTD.,,523,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,,524,1,1,1,LOW
ASANTE AKYEM RURAL BANK LTD.,,524|525|526|531,4,1,4,LOW
ASANTE AKYEM RURAL BANK LTD.,,524|531,2,2,2,LOW
ASANTE AKYEM RURAL BANK LTD.,,526,1,2,1,LOW
ASANTE AKYEM RURAL BANK LTD.,,531,1,4,1,LOW
ASANTE AKYEM RURAL BANK LTD.,,531|533,2,1,2,LOW
ASEBU OXFORD ACADEMY,2024-12,253|254|255|256,4,34,4,MEDIUM
ASEBU OXFORD ACADEMY,,261,1,1,1,LOW
ASOKORE MAMPONG RURAL BANK LIM,2025-05,520|528|530,3,3,3,LOW
ASOKORE MAMPONG RURAL BANK LIM,2025-11,520|521|522|523|524|525|526|528|531|532|533,11,1,4,LOW
ASOKORE MAMPONG RURAL BANK LIM,2025-11,520|524|531,3,1,3,LOW
ASOKORE MAMPONG RURAL BANK LIM,2026-04,522|524|531,3,1,3,LOW
ASOKORE MAMPONG RURAL BANK LIM,2026-06,580,1,3,1,LOW
ASOKORE MAMPONG RURAL BANK LIM,,356|522,2,1,2,LOW
ASOKORE MAMPONG RURAL BANK LIM,,522|523|525,3,1,3,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-05,520|528|530,3,2,3,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-08,356|522|524|531,4,2,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-08,527|530,2,1,2,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520,1,1,1,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|521|522|523|524|525|531,7,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|521|522|523|524|526|528|530,8,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|521|522|524|525|526|528|530|531|534,10,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|521|522|525|527|531,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|521|523|524|525|526|530|531|534,9,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|521|523|525|528|529|531|533|534,9,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|521|524|525|530|531,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|523|524|525|526|530|531|534,9,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|523|524|525|528|531|534,8,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|523|524|525|532|533,7,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|523|524|526|527|528|530|531|534,10,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|524,3,1,3,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|524|525|530|531,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|524|525|531,5,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|524|526|531|534,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|524|526|534,5,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|524|528|531,5,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|522|531,3,1,3,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|523|524|526|528|530,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|523|524|526|528|534,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|523|524|526|530|531,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|524|526|528|531,5,2,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|524|526|530|531|534,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|524|526|531,4,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|524|528|530|531,5,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|524|531|534,4,2,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2025-11,520|526|528|532|533|534,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2026-04,520,1,1,1,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2026-04,520|522|524|530|531|532,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2026-04,520|522|524|531|532|534,6,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2026-04,520|523|524|530|531,5,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2026-04,520|524|530|531,4,1,4,LOW
ASOKORE MAMPONG RURAL BANK LTD.,2026-06,580,1,26,1,LOW
ASOKORE MAMPONG RURAL BANK LTD.,,356,1,1,1,LOW
ASOKORE MAMPONG RURAL BANK LTD.,,533,1,1,1,LOW
ASOKORE RURAL BANK LTD.,2025-08,530,1,1,1,LOW
ASOKORE RURAL BANK LTD.,2026-02,520,1,104,1,LOW
ASOKORE RURAL BANK LTD.,2026-03,520,1,3,1,LOW
ASOKORE RURAL BANK LTD.,2026-04,520,1,19,1,LOW
ASOKORE RURAL BANK LTD.,2026-06,580,1,67,1,LOW
ASOKORE RURAL BANK LTD.,,237|363|630,3,1,3,LOW
ASOKORE RURAL BANK LTD.,,253,1,1,1,LOW
ASOKORE RURAL BANK LTD.,,363,1,1,1,LOW
ASOKORE RURAL BANK LTD.,,520|594,2,1,2,LOW
ASOKORE RURAL BANK LTD.,,530,1,1,1,LOW
ASOKORE RURAL BANK PLC,2026-02,520,1,1,1,LOW
ASOKORE RURAL BANK PLC,2026-04,520,1,1,1,LOW
ASSIN NORTH SENIOR HIGH S,,357|358|359|362|363|364|365|366|367|368|393|394,12,1,4,LOW
ASSINMAN RURAL BANK LIMITED,2025-08,530,1,1,1,LOW
ASSINMAN RURAL BANK LIMITED,2026-04,520,1,1,1,LOW
ASSINMAN RURAL BANK LIMITED,2026-06,580,1,1,1,LOW
ASSINMAN RURAL BANK LTD.,2025-08,524|525|530,3,1,3,LOW
ASSINMAN RURAL BANK LTD.,2025-11,520,1,55,1,LOW
ASSINMAN RURAL BANK LTD.,2025-11,520|526,2,2,2,LOW
ASSINMAN RURAL BANK LTD.,2025-11,520|527,2,1,2,LOW
ASSINMAN RURAL BANK LTD.,2026-04,520,1,5,1,LOW
ASSINMAN RURAL BANK LTD.,2026-06,580,1,33,1,LOW
ASSINMAN RURAL BANK LTD.,,356|520|522,3,1,3,LOW
ASSINMAN RURAL BANK LTD.,,356|522|531|533,4,1,4,LOW
ASSINMAN RURAL BANK LTD.,,520|526|530|531,4,1,4,LOW
ASSINMAN RURAL BANK LTD.,,580,1,1,1,LOW
ASTS,2020-03,258|259,2,1,2,LOW
ASTS,,260|261|262,3,1,3,LOW
ASUBONTENG RURAL BANK LTD.,2025-11,520,1,15,1,LOW
ASUBONTENG RURAL BANK LTD.,2025-11,520|527,2,3,2,LOW
ASUBONTENG RURAL BANK LTD.,2026-04,520,1,4,1,LOW
ASUBONTENG RURAL BANK LTD.,2026-06,580,1,16,1,LOW
ASUBONTENG RURAL BANK LTD.,,526,1,1,1,LOW
ASUBONTENG RURAL BANK LTD.,,580,1,1,1,LOW
ASUTIFI RURAL BANK LTD.,2023-08,520,1,1,1,LOW
ASUTIFI RURAL BANK LTD.,2025-08,520,1,1,1,LOW
ASUTIFI RURAL BANK LTD.,2025-10,522|529,2,1,2,LOW
ASUTIFI RURAL BANK LTD.,2025-10,524,1,6,1,LOW
ASUTIFI RURAL BANK LTD.,2025-10,524|529,2,29,2,LOW
