institute_std,learner_count,active_learner_count,class_count,attempt_count,avg_cas_proxy_score_pct,ready_subject_count,at_risk_subject_count,missing_institute_excluded_count,evidence_level,dq_warning_count
GOMOA COMMUNITY BANK LTD.,2,2,2,2,98.67,2,0,0,VERY_LOW,2
GREAT AMASS,1,1,1,1,32.0,0,1,0,VERY_LOW,1
Garden City University college,2,2,1,2,59.2,0,0,0,VERY_LOW,1
General Art,2,2,2,2,60.0,1,1,0,VERY_LOW,2
General Arts,1,3,1,1,48.23,0,1,0,VERY_LOW,1
General arts,1,1,1,1,84.0,1,0,0,VERY_LOW,1
Ghana,5,7,4,5,58.2,2,2,0,VERY_LOW,5
Ghana National College,1,1,1,1,24.0,0,1,0,VERY_LOW,1
Ghana School of law,1,1,1,3,78.58,1,0,0,LOW,3
Ghana Senior High,2,1,2,2,57.4,0,0,0,VERY_LOW,2
Ghana communication technology university,4,1,4,4,67.165,2,2,0,VERY_LOW,2
Ghana senior high school,1,1,1,1,32.0,0,1,0,VERY_LOW,1
Ghanaian,2,2,2,2,39.33,0,2,0,VERY_LOW,2
Ghost,2,1,2,2,30.8,0,2,0,VERY_LOW,2
Gimpa,1,1,1,1,24.0,0,1,0,VERY_LOW,1
Glivion,1,1,1,1,31.2,0,1,0,VERY_LOW,1
Global Accelerex,3,2,2,6,82.13499999999999,1,0,0,VERY_LOW,5
Global Accelerex Ghana,2,2,1,5,94.67,1,0,0,LOW,2
Global Accelerex Ghana LTD,1,1,1,2,93.33,1,0,0,VERY_LOW,2
Global Accelerex Ghana Limited,3,3,1,9,83.26,1,0,0,LOW,8
Golden Gate International School,1,1,1,1,34.0,0,1,0,VERY_LOW,1
HFNMTC-BEREKUM,1,1,1,3,72.13,1,0,0,LOW,3
HNTC- HO,1,1,1,1,58.4,0,0,0,VERY_LOW,1
HOLY FAMILY NURSING AND MIDWIFERY TRAINING COLLEGE,1,1,1,2,76.0,1,0,0,VERY_LOW,1
Hfnmtc,1,1,1,1,98.4,1,0,0,VERY_LOW,1
High Age Micro-Credit,1,1,1,4,94.0,1,0,0,LOW,1
High Ages Micro Finance,1,1,1,2,90.66,1,0,0,VERY_LOW,0
High Ages Micro finance,1,1,1,4,96.0,1,0,0,LOW,3
High Ages Microfinance,1,1,1,4,90.5,1,0,0,LOW,4
High Highes Microfinance,1,1,1,4,90.0,1,0,0,LOW,4
High ages Micro finance,1,1,1,4,90.67,1,0,0,LOW,1
Ho NTC,1,1,1,2,90.0,1,0,0,VERY_LOW,0
Ho Nurses Training Colleg,1,1,1,1,72.8,1,0,0,VERY_LOW,0
Hohoe Basic,1,1,1,1,20.0,0,1,0,VERY_LOW,1
Holy Family Nursing,1,1,1,2,80.0,1,0,0,VERY_LOW,2
Holy Trinity Cathedral Senior High School,1,1,1,1,72.0,1,0,0,VERY_LOW,1
Holy family nursing and midwives training college berekum,1,1,1,1,88.8,1,0,0,VERY_LOW,1
"Holychild ,Ghana",2,1,2,2,53.6,0,1,0,VERY_LOW,2
Home,2,3,2,3,66.9,1,1,0,VERY_LOW,3
Home economic,1,1,1,1,48.0,0,1,0,VERY_LOW,1
Hope College,1,1,1,1,79.2,1,0,0,VERY_LOW,1
INNOHUB,1,1,1,1,52.47,0,1,0,VERY_LOW,1
Ideal College,1,1,1,1,46.0,0,1,0,VERY_LOW,1
Ideal college,2,2,2,2,62.2,0,0,0,VERY_LOW,2
Indian,3,1,3,3,39.199999999999996,0,3,0,VERY_LOW,3
Insurance,2,3,1,2,100.0,1,0,0,VERY_LOW,1
International Institute,3,1,3,4,39.846666666666664,0,2,0,VERY_LOW,4
J H S 3 Level,1,1,1,1,36.0,0,1,0,VERY_LOW,1
J.H.S,1,1,1,1,76.0,1,0,0,VERY_LOW,1
JHS,16,13,8,29,69.65375,5,2,0,VERY_LOW,29
JOMORO RURAL BANK LIMITED,3,3,1,3,86.67,1,0,0,LOW,3
JOMORO RURAL BANK LTD.,3,3,1,5,89.33,1,0,0,LOW,3
JUABEN RURAL BANK LIMITED,1,1,1,1,100.0,1,0,0,VERY_LOW,0
JUABEN RURAL BANK LTD.,33,35,1,33,94.83,1,0,0,MEDIUM,13
Jay@2024,2,1,2,3,80.0,1,0,0,VERY_LOW,1
Jhs,2,2,2,2,78.0,1,0,0,VERY_LOW,2
Juaben Rural Bank,1,1,1,1,100.0,1,0,0,VERY_LOW,0
Juaben Senior high school,1,1,1,1,29.18,0,1,0,VERY_LOW,1
Junior High,4,2,4,16,82.845,3,0,0,VERY_LOW,16
KAASEMAN RURAL BANK LIMITED,2,2,1,3,95.56,1,0,0,VERY_LOW,2
KAASEMAN RURAL BANK LTD.,102,104,1,163,94.44,1,0,0,HIGH,99
KAJAJ SENIOR HIGH SCHOOL,3,1,3,3,54.666666666666664,0,1,0,VERY_LOW,0
KAJAJI,1,1,1,1,52.0,0,1,0,VERY_LOW,0
KAJAJI SENIOR HIGH SCHOOL,58,34,6,99,53.745000000000005,0,3,0,LOW,17
KAJAJI SENIOR SCHOOL,3,1,3,6,51.55666666666667,1,2,0,VERY_LOW,0
KAJAJI SHS,1,1,1,1,28.0,0,1,0,VERY_LOW,0
KAKUM RURAL BANK.,7,7,1,12,92.0,1,0,0,LOW,9
KAPPS,13,6,5,13,85.786,5,0,0,VERY_LOW,10
KEEA,1,1,1,1,50.0,0,1,0,VERY_LOW,1
KINTAMPO RURAL BANK LIMITED,15,15,1,29,93.47,1,0,0,MEDIUM,20
KINTAMPO RURAL BANK LTD.,52,53,1,79,91.36,1,0,0,HIGH,44
KNUST,4,4,4,4,69.0,1,1,0,VERY_LOW,2
KNUSt,1,1,1,1,21.54,0,1,0,VERY_LOW,1
KPASSA RURAL BANK LTD.,6,6,1,7,86.43,1,0,0,LOW,5
KPESSA RURAL BANK LTD.,8,8,1,9,82.04,1,0,0,LOW,2
KSHS,1,1,1,3,54.67,0,1,0,LOW,0
KSTS,1,1,1,1,50.0,0,1,0,VERY_LOW,1
KUMAWUMAN RURAL BANK LTD.,4,4,1,6,94.22,1,0,0,LOW,5
KWAHU COMMUNITY BANK PLC,2,1,2,3,98.0,2,0,0,VERY_LOW,2
KWAHU PRASO RURAL BANK LIMITED,55,55,1,140,90.91,1,0,0,HIGH,68
KWAHU PRASO RURAL BANK LTD.,60,61,1,103,91.84,1,0,0,HIGH,58
KWAHU RURAL BANK LIMITED,4,4,1,7,91.76,1,0,0,LOW,5
KWAHU RURAL BANK LTD.,58,58,1,90,94.61,1,0,0,HIGH,46
KWAMANMAN RURAL BANK LTD.,14,15,1,16,86.0,1,0,0,MEDIUM,7
KWAME NKRUMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,1,1,1,84.0,1,0,0,VERY_LOW,1
KWANYAKO SENIOR HIGH,1,1,1,1,50.0,0,1,0,VERY_LOW,0
KaPPS,165,46,6,165,81.60833333333333,5,1,0,MEDIUM,123
KaPPs,2,2,2,2,79.0,2,0,0,VERY_LOW,1
Kade senior high school,2,1,2,2,45.0,0,2,0,VERY_LOW,2
Kajaji Kajaji Senior High School,1,1,1,1,44.0,0,1,0,VERY_LOW,0
Kajaji SENIOR HIGH School,1,1,1,1,76.0,1,0,0,VERY_LOW,0
Kajaji Senior High School,21,13,5,32,58.038,1,2,0,LOW,2
Kajaji Senior High school,4,3,3,4,48.0,0,2,0,VERY_LOW,0
Kajaji Senior School,1,1,1,5,63.2,0,0,0,LOW,1
Kajaji Senior high school,1,1,1,1,60.0,0,0,0,VERY_LOW,0
Kajaji senior High School,4,1,4,7,59.0,0,1,0,VERY_LOW,0
Kajaji senior high School,3,2,3,4,60.0,1,2,0,VERY_LOW,1
Kajaji senior high school,9,8,4,14,55.0,0,2,0,LOW,2
Kaneshie Presby,1,1,1,1,86.0,1,0,0,VERY_LOW,1
Kaneshie SHTS,1,1,1,1,34.0,0,1,0,VERY_LOW,1
Kapps,25,7,6,25,89.53333333333335,6,0,0,VERY_LOW,16
Kay Billie Klaer International School,1,1,1,2,91.0,1,0,0,VERY_LOW,2
Kay-Billie Klaer International School,1,1,1,1,94.0,1,0,0,VERY_LOW,1
Kay-Billie- Klaer International School,1,1,1,1,68.0,0,0,0,VERY_LOW,1
Kay-Billie-Klaer Int. Sch.,1,1,1,1,70.0,1,0,0,VERY_LOW,1
Kay-Billie-Klaer International School,18,10,8,29,69.6875,5,2,0,LOW,23
Kibi Senior high school,1,1,1,1,84.0,1,0,0,VERY_LOW,1
Knust,2,1,2,2,46.0,0,1,0,VERY_LOW,2
Kookaburra basic school,2,1,2,3,93.0,2,0,0,VERY_LOW,3
Kotoka JHS,8,2,7,10,81.14285714285714,4,1,0,VERY_LOW,10
Kpasec,1,1,1,1,79.2,1,0,0,VERY_LOW,1
Krobo Girls SHS,1,1,1,1,60.0,0,0,0,VERY_LOW,1
Kumasi,1,1,1,1,94.66,1,0,0,VERY_LOW,0
Kumasi Academy SHS,1,1,1,1,32.8,0,1,0,VERY_LOW,1
Kumasi SHTS,1,1,1,1,74.0,1,0,0,VERY_LOW,1
Kumasi Senior High/Tech s,1,1,1,1,46.0,0,1,0,VERY_LOW,1
Kumasi senior high technical,1,1,1,1,50.0,0,1,0,VERY_LOW,1
Kwabeng Anglican Senior High Technical School,1,1,1,1,72.0,1,0,0,VERY_LOW,1
Kwabenya,2,1,2,3,54.0,1,1,0,VERY_LOW,3
Kwahu Rural Bank,2,2,1,3,92.0,1,0,0,VERY_LOW,1
Kwahu Rural Bank Limited,1,1,1,2,94.66,1,0,0,VERY_LOW,2
Kwahu Rural Bank Plc,2,2,1,3,93.78,1,0,0,VERY_LOW,3
Kwahu Rural Bank plc,1,1,1,1,94.66,1,0,0,VERY_LOW,1
Kwahu rural bank,2,2,1,4,96.0,1,0,0,LOW,3
LAWRA AREA RURAL BANK LTD,1,1,1,1,92.0,1,0,0,VERY_LOW,1
LAWRA AREA RURAL BANK LTD.,2,3,1,3,82.22,1,0,0,VERY_LOW,0
LAWRA SENIOR HIGH School,1,1,1,1,24.0,0,1,0,VERY_LOW,1
LESHEGO,18,18,1,77,94.52,1,0,0,HIGH,37
LETHEGO GHANA,1,1,1,1,92.0,1,0,0,VERY_LOW,1
LETSHEGO,61,61,1,194,95.37,1,0,0,HIGH,142
LETSHEGO GH,1,1,1,12,94.57,1,0,0,LOW,11
LETSHEGO GH LTD,1,1,1,2,90.66,1,0,0,VERY_LOW,1
LETSHEGO GHANA,4,4,1,21,93.8,1,0,0,LOW,14
LETSHEGO Ghana savings and loans,1,1,1,4,92.0,1,0,0,LOW,2
LETSHEGO SAVINGS AND LOANS,1,1,1,6,81.4,1,0,0,LOW,1
LOWER PRA RURAL BANK LIMITED,8,8,1,14,94.29,1,0,0,LOW,10
LOWER PRA RURAL BANK LTD.,239,240,1,385,93.68,1,0,0,HIGH,219
Labone,3,1,3,4,40.51,0,3,0,VERY_LOW,4
Labone Senior High School,1,2,1,3,83.47,1,0,0,LOW,3
Labone senior high,1,1,1,1,100.0,1,0,0,VERY_LOW,1
Lawra Area Rural Bank,1,1,1,1,86.66,1,0,0,VERY_LOW,1
Letshego,27,27,1,166,93.18,1,0,0,HIGH,121
Letshego GH,1,1,1,12,92.17,1,0,0,LOW,12
Letshego Ghana,15,15,1,98,94.76,1,0,0,HIGH,63
Letshego Ghana Ltd,1,1,1,13,92.49,1,0,0,LOW,10
Letshego Ghana PLC,1,1,1,2,94.67,1,0,0,VERY_LOW,2
Letshego Ghana Savings and Loan,1,1,1,4,90.0,1,0,0,LOW,1
Letshego Ghana Savings and Loan PLC,1,1,1,13,93.72,1,0,0,LOW,13
Letshego Ghana Savings and Loans,1,1,1,1,94.66,1,0,0,VERY_LOW,1
Letshego Ghana Savings and Loans PLC,1,1,1,8,96.33,1,0,0,LOW,8
Letshego Ghana Savings and loans,1,1,1,3,92.0,1,0,0,LOW,1
Letshego Ghana limited,1,1,1,4,95.33,1,0,0,LOW,3
Letshego PLC,2,1,2,11,94.49000000000001,2,0,0,LOW,9
Letshego Saving and Loan,1,1,1,6,92.88,1,0,0,LOW,5
Letshego Saving and Loans,1,1,1,12,93.49,1,0,0,LOW,6
Letshego ghana savings,1,1,1,4,93.33,1,0,0,LOW,4
Letshego plc,1,1,1,11,93.19,1,0,0,LOW,2
Letshego savings and loan,1,1,1,10,93.6,1,0,0,LOW,10
Life international college,1,1,1,2,77.6,1,0,0,VERY_LOW,2
Lister professional institute,6,3,5,10,43.274,0,4,0,VERY_LOW,10
Lotus Educational Centre,2,1,2,3,34.345,0,2,0,VERY_LOW,3
Lower Pra Rural  Bank,1,1,1,1,100.0,1,0,0,VERY_LOW,0
Lower pra rural bank plc,1,1,1,2,92.0,1,0,0,VERY_LOW,2
Lower-pra rural bank,1,1,1,1,94.66,1,0,0,VERY_LOW,1
M and  Q,1,1,1,1,24.0,0,1,0,VERY_LOW,0
MALTAABA COMMUNITY BANK LTD,3,3,1,4,88.67,1,0,0,LOW,2
MALTAABA COMMUNITY BANK LTD.,23,24,1,32,87.95,1,0,0,MEDIUM,9
MANYA KROBO RURAL BANK LTD.,158,160,1,158,94.84,1,0,0,HIGH,101
MASSECAN,1,1,1,1,80.0,1,0,0,VERY_LOW,1
MEPE AREA RURAL BANK LIMITED,10,10,1,19,91.02,1,0,0,LOW,13
MEPE AREA RURAL BANK LTD.,10,10,1,17,87.92,1,0,0,LOW,5
MEPE AREA RURAL BANK PLC,1,1,1,2,77.33,1,0,0,VERY_LOW,1
MEST,1,1,1,1,48.0,0,1,0,VERY_LOW,1
MICROFIN RURAL BANK LIMITED,8,8,1,12,88.67,1,0,0,LOW,7
MICROFIN RURAL BANK LTD.,63,63,1,85,89.05,1,0,0,HIGH,56
MPONUA RURAL BANK,1,1,1,1,94.66,1,0,0,VERY_LOW,1
MPONUA RURAL BANK LTD.,92,95,1,180,92.95,1,0,0,HIGH,119
Maltaaba Community Bank,1,1,1,2,90.66,1,0,0,VERY_LOW,1
Man Sec Tech,1,1,1,1,25.86,0,1,0,VERY_LOW,1
Mankessim Senior High Technical School,2,1,2,2,73.0,1,1,0,VERY_LOW,2
Marcel Ofori,1,1,1,1,54.66,0,1,0,VERY_LOW,1
Mawuli School,1,1,1,1,21.6,0,1,0,VERY_LOW,1
Mawuli school,1,1,1,1,59.22,0,0,0,VERY_LOW,1
Media,1,1,1,1,97.95,1,0,0,VERY_LOW,1
Methodist Girls High Sch.,1,1,1,1,26.0,0,1,0,VERY_LOW,1
Methodist University,3,3,1,4,65.2,0,0,0,LOW,4
Methodist University College,1,1,1,2,79.8,1,0,0,VERY_LOW,2
Mfantsiman Girls SHS,1,1,1,1,63.2,0,0,0,VERY_LOW,1
Mfantsipim,3,1,3,3,62.666666666666664,1,1,0,VERY_LOW,3
Mfantsipim School,1,3,1,1,84.0,1,0,0,VERY_LOW,0
Middle School,1,1,1,13,79.82,1,0,0,LOW,13
"Midwifery and Health Assistant Training School,  Pantang",1,1,1,1,71.2,1,0,0,VERY_LOW,1
Mobile banker,1,1,1,1,97.34,1,0,0,VERY_LOW,1
Modal College,1,1,1,1,24.62,0,1,0,VERY_LOW,1
Morning Glory Int,3,1,3,4,75.30666666666667,2,0,0,VERY_LOW,4
Mponua Rural Bank,7,7,1,11,93.46,1,0,0,LOW,5
Mponua Rural Bank PLC,1,1,1,2,96.0,1,0,0,VERY_LOW,1
Mponua Rural bank,2,2,1,4,96.0,1,0,0,LOW,4
NAARA RURAL BANK LTD.,84,85,1,142,92.61,1,0,0,HIGH,70
NAARA RURAL BANK PLC,1,1,1,2,91.17,1,0,0,VERY_LOW,0
NAES,1,1,1,1,98.0,1,0,0,VERY_LOW,0
NAFANA RURAL BANK LTD.,17,17,1,22,90.79,1,0,0,MEDIUM,12
NAGIE'S,1,1,1,1,46.0,0,1,0,VERY_LOW,0
NAGIE'S QANGELS EDU CENTRE,2,1,2,2,63.0,0,0,0,VERY_LOW,0
NAGIES ANGEL EDUCATONAL CENTRE,3,1,3,3,53.333333333333336,1,2,0,VERY_LOW,1
NAGIES ANGELS EDUCATIONAL CENTRE,2,1,2,2,68.0,1,1,0,VERY_LOW,2
NANDOM RURAL BANK,1,1,1,2,80.0,1,0,0,VERY_LOW,0
NANDOM RURAL BANK LTD.,55,55,1,95,88.33,1,0,0,HIGH,33
NARB,1,1,1,1,92.0,1,0,0,VERY_LOW,1
NIC,1,1,1,1,80.8,1,0,0,VERY_LOW,1
NKORANMAN RURAL BANK LTD.,45,45,1,71,93.09,1,0,0,HIGH,39
NKORANZA KWABRE RURAL BANK LTD,15,15,1,26,93.03,1,0,0,MEDIUM,20
NKORANZA KWABRE RURAL BANK LTD.,53,53,1,86,94.58,1,0,0,HIGH,51
NMTC - PANTANG,1,1,1,1,63.2,0,0,0,VERY_LOW,0
NMTC - Pantang,4,2,3,5,48.13333333333333,0,2,0,VERY_LOW,3
NMTC -PANTANG,1,1,1,2,64.8,0,0,0,VERY_LOW,1
NMTC PANTANG,5,5,1,6,69.07,0,0,0,LOW,5
NMTC Pantang,4,4,2,4,76.0,1,0,0,VERY_LOW,2
NMTC- PANTANG,1,1,1,1,66.4,0,0,0,VERY_LOW,1
NMTC-PANTANG,8,10,1,9,68.0,0,0,0,LOW,7
NMTC-Pantang,6,6,1,7,64.23,0,0,0,LOW,3
NMTC-pantang,1,1,1,1,82.4,1,0,0,VERY_LOW,1
NMTC_PANTANG,3,3,1,4,67.6,0,0,0,LOW,2
NMTC_PANTPANG,1,1,1,2,68.0,0,0,0,VERY_LOW,0
NSOATREMAN RURAL BANK LTD.,59,59,1,61,92.49,1,0,0,HIGH,30
NSUTAMAN RURAL BANK,1,1,1,2,96.0,1,0,0,VERY_LOW,2
NSUTAMAN RURAL BANK LTD.,59,60,1,86,89.98,1,0,0,HIGH,64
NTC,3,3,1,5,50.99,0,1,0,LOW,4
NTC /SW,1,1,1,3,50.93,0,1,0,LOW,3
NTC SEFWI WIAWSO,2,2,1,2,37.0,0,1,0,VERY_LOW,2
NTC Sefwi Wiawso,1,1,1,2,99.2,1,0,0,VERY_LOW,0
NTC sefwi wiawso,1,1,1,1,29.6,0,1,0,VERY_LOW,1
NURSING TRAINING COLLEGE,1,1,1,4,74.73,1,0,0,LOW,0
NWABIAGYA RURAL BANK LTD.,2,2,1,3,84.89,1,0,0,VERY_LOW,1
NYANKUMASI AHENKRO RURAL BANK,12,12,1,20,94.13,1,0,0,MEDIUM,10
NYANKUMASI AHENKRO RURAL BANK LTD,1,1,1,1,100.0,1,0,0,VERY_LOW,0
NYANKUMASI AHENKRO RURAL BANK LTD.,57,58,1,98,94.53,1,0,0,HIGH,47
NYANKUMASI AHENKRO RURAL BANK PLC,1,1,1,2,97.33,1,0,0,VERY_LOW,2
NZEMA MANLE RURAL BANK LTD.,167,170,1,244,95.18,1,0,0,HIGH,91
NZEMA MANLE RURAL BANK PLC,1,1,1,1,97.34,1,0,0,VERY_LOW,1
Naara Rural Bank PLC,1,1,1,2,96.0,1,0,0,VERY_LOW,2
Nagie's  Angels Educational Center,1,1,1,1,52.0,0,1,0,VERY_LOW,1
Nagie's  Angels Educational Centre,1,1,1,3,88.0,1,0,0,LOW,0
Nagie's A ngels Educational Center,1,1,1,1,96.0,1,0,0,VERY_LOW,0
Nagie's Angel's Angel's educational centre,1,1,1,1,100.0,1,0,0,VERY_LOW,1
Nagie's Angel's Educational Centre,1,1,1,1,48.0,0,1,0,VERY_LOW,0
Nagie's Angels  Educational Centre,1,1,1,4,44.48,0,1,0,LOW,2
Nagie's Angels Educación. Centre,1,1,1,1,60.0,0,0,0,VERY_LOW,1
Nagie's Angels Educational,1,1,1,3,65.33,0,0,0,LOW,1
Nagie's Angels Educational  Centre,3,1,3,3,75.97666666666667,2,0,0,VERY_LOW,1
Nagie's Angels Educational Center,4,2,4,5,50.917500000000004,0,2,0,VERY_LOW,2
Nagie's Angels Educational Center.,4,1,4,11,76.525,3,0,0,LOW,9
Nagie's Angels Educational Centre,45,31,9,59,63.654444444444444,3,3,0,LOW,23
Nagie's Angels Educational centre,6,4,4,11,61.8575,1,1,0,VERY_LOW,6
Nagie's Angels Educational-Centre,1,1,1,1,44.0,0,1,0,VERY_LOW,1
Nagie's Angels edu Centre,1,1,1,1,47.2,0,1,0,VERY_LOW,1
Nagie's Angles Educational Centre,2,3,1,3,38.08,0,1,0,VERY_LOW,3
Nagies Angels,2,3,2,11,81.405,2,0,0,VERY_LOW,6
Nagies Angels Edu. Centre,1,1,1,4,80.94,1,0,0,LOW,3
Nagies Angels Educational Centre,11,6,8,23,76.13125,6,2,0,VERY_LOW,10
Nagies Angles Education center,1,1,1,1,52.0,0,1,0,VERY_LOW,1
Nandom Rural Bank,1,1,1,2,84.0,1,0,0,VERY_LOW,1
Nandom Rural Bank PLC,1,1,1,1,73.34,1,0,0,VERY_LOW,0
Nandom Rural Bank ltd,1,1,1,2,90.67,1,0,0,VERY_LOW,2
Nandom rural bank,1,1,1,1,52.0,0,1,0,VERY_LOW,1
New Ebu Catholic Basic sc,1,1,1,1,76.0,1,0,0,VERY_LOW,1
New juaben,1,1,1,1,42.0,0,1,0,VERY_LOW,1
Nightingale sch of nursing,1,1,1,1,88.8,1,0,0,VERY_LOW,0
Nightingale school of Nursing,1,1,1,1,50.4,0,1,0,VERY_LOW,1
Nkoranman Rural Bank,3,2,2,5,88.33500000000001,2,0,0,VERY_LOW,3
Nkoranman Rural Bank Plc,1,1,1,2,97.33,1,0,0,VERY_LOW,2
Nkoranman Rural bank,1,1,1,2,97.34,1,0,0,VERY_LOW,1
Nkoranman Senior High School,1,1,1,1,80.0,1,0,0,VERY_LOW,1
Nkoranza-kwabre rural bank plc,1,1,1,1,89.34,1,0,0,VERY_LOW,0
Nkwanta SHS,1,1,1,1,97.95,1,0,0,VERY_LOW,1
North Ridge Lyceum,3,1,3,6,81.29333333333334,2,0,0,VERY_LOW,5
Northern school of business,1,1,1,1,28.0,0,1,0,VERY_LOW,1
Notre Dame Minor Seminary and Senior High School,3,1,3,3,76.0,2,1,0,VERY_LOW,3
Notre Dame Semenary Senior High school,1,1,1,2,88.0,1,0,0,VERY_LOW,0
Notre Dame Seminary Senior High,1,2,1,1,68.0,0,0,0,VERY_LOW,1
Notre Dame Seminary Senior High School,5,8,3,8,59.10999999999999,1,1,0,VERY_LOW,2
Notre Dame girls senior high school,2,1,2,2,52.8,1,1,0,VERY_LOW,2
Nsutaman Rural Bank Limited,1,1,1,2,96.0,1,0,0,VERY_LOW,2
Nungua senior high,1,1,1,4,88.8,1,0,0,LOW,2
Nungua senior high school,1,1,1,1,88.0,1,0,0,VERY_LOW,1
Nurse's training college  Pantang,1,1,1,3,84.85,1,0,0,LOW,0
Nursing,15,15,2,21,55.75,0,1,0,LOW,17
Nursing School,5,1,5,10,85.272,4,0,0,VERY_LOW,8
Nursing Trainig College,1,1,1,1,98.4,1,0,0,VERY_LOW,0
Nursing Training,1,1,1,1,65.4,0,0,0,VERY_LOW,1
Nursing Training Cllege,1,1,1,1,43.0,0,1,0,VERY_LOW,1
Nursing Training Collage,1,1,1,1,49.4,0,1,0,VERY_LOW,1
Nursing Training College,7,9,1,17,61.84,0,0,0,LOW,9
Nursing Training College - Sefwi Wiawso,1,1,1,1,73.4,1,0,0,VERY_LOW,1
Nursing Training College Sefwi Wiawso,1,1,1,2,67.13,0,0,0,VERY_LOW,2
Nursing Training College Sefwi wiawso,1,1,1,4,60.33,0,0,0,LOW,4
Nursing Training college,1,1,1,1,42.4,0,1,0,VERY_LOW,1
"Nursing and Midwifery Training College, 37 Military Hospital",1,1,1,3,93.6,1,0,0,LOW,0
"Nursing and Midwifery Training College, Kumasi",1,1,1,1,48.8,0,1,0,VERY_LOW,1
Nursing and midwifery,1,1,1,1,22.0,0,1,0,VERY_LOW,1
Nursing college,2,2,1,5,82.15,1,0,0,LOW,2
Nursing training,2,2,1,4,50.5,0,1,0,LOW,3
Nursing training collage Sefwi wiawso,1,1,1,3,52.89,0,1,0,LOW,0
Nursing training college,6,7,1,11,67.58,0,0,0,LOW,5
Nursing training college sefwi wiawso,1,1,1,1,54.0,0,1,0,VERY_LOW,1
"Nursing training college, jirapa",1,1,1,1,39.2,0,1,0,VERY_LOW,1
Nuru Ameen Islamic SHS,3,1,3,6,51.85333333333333,1,2,0,VERY_LOW,6
Nwabiagya Rural Bank,1,1,1,2,66.67,0,0,0,VERY_LOW,2
Nyaniba Health College,1,1,1,1,100.0,1,0,0,VERY_LOW,0
Nyankumasi Ahenkro Rural Bank,2,2,1,4,98.0,1,0,0,LOW,2
Nyankumasi Ahenkro Rural Bank PLC,2,2,1,4,96.0,1,0,0,LOW,3
Nyankumasi Ahenkro Rural bank,1,1,1,2,81.33,1,0,0,VERY_LOW,0
Nzema Manle Community Bank Plc,3,3,1,3,94.67,1,0,0,VERY_LOW,3
OAK City International College,1,1,1,2,68.0,0,0,0,VERY_LOW,2
OAK city International College,1,1,1,3,70.45,1,0,0,LOW,3
ODOTOBRI,1,1,1,2,81.33,1,0,0,VERY_LOW,2
ODOTOBRI RURAL BANK LTD.,180,179,3,324,69.02333333333333,2,1,0,LOW,209
ODOTOBRI RURAL BANK PLC,1,1,1,2,96.0,1,0,0,VERY_LOW,1
ODUPONGKPE RURAL BANK,1,1,1,1,97.34,1,0,0,VERY_LOW,1
ODUPONGKPEHE COMMUNITY BANK PLC,1,1,1,1,92.0,1,0,0,VERY_LOW,1
ODUPONGKPEHE RURAL BANK,2,2,1,2,96.0,1,0,0,VERY_LOW,2
ODUPONGKPEHE RURAL BANK LTD.,10,10,1,16,92.56,1,0,0,LOW,7
ODUPONGKPEHE RURAL BANK PLC,6,6,1,7,93.91,1,0,0,LOW,5
OFFINSO COMMUNITY BANK PLC,7,7,1,7,95.81,1,0,0,LOW,1
OFFINSO COMMUNITY PLC,1,1,1,1,94.66,1,0,0,VERY_LOW,0
OFFINSO RURAL BANK LTD.,21,21,1,28,93.52,1,0,0,MEDIUM,6
OKOMFO ANOKYE RURAL BANK LTD.,311,316,3,417,88.81333333333333,3,0,0,LOW,225
OPOKU WARE SCHOOL,39,32,12,58,70.90166666666666,6,2,0,LOW,17
OPOKU WARE School,2,1,2,2,64.0,0,0,0,VERY_LOW,1
OPUKU WARE  SCHOOL,1,1,1,1,66.0,0,0,0,VERY_LOW,1
OSEI TUTU SNR HIGH SCHOOL,1,1,1,2,25.41,0,1,0,VERY_LOW,2
OWASS,12,12,3,17,68.55666666666667,2,0,0,LOW,2
Oak City International College,1,4,1,2,92.0,1,0,0,VERY_LOW,0
Oak City international college,2,1,2,2,46.67,0,1,0,VERY_LOW,1
Oak city international college,1,3,1,2,53.9,0,1,0,VERY_LOW,1
Obrachire senior high sch,1,1,1,1,55.2,0,0,0,VERY_LOW,1
Odasco,1,1,1,1,61.6,0,0,0,VERY_LOW,1
Odorgonno Senior High School,1,1,1,1,36.0,0,1,0,VERY_LOW,1
Odorgonno shs,1,1,1,1,24.0,0,1,0,VERY_LOW,1
Odotobri Rural Bank,1,1,1,2,93.33,1,0,0,VERY_LOW,2
Odotobri Rural Bank Plc,1,1,1,1,100.0,1,0,0,VERY_LOW,0
Odupogkpehe rural bank,1,1,1,2,94.67,1,0,0,VERY_LOW,1
Odupong senior high school,1,1,1,1,85.64,1,0,0,VERY_LOW,1
Odupongkhehe,1,1,1,1,97.34,1,0,0,VERY_LOW,1
Odupongkhehe Rural Bank,1,1,1,1,89.34,1,0,0,VERY_LOW,0
Odupongkpehe,2,2,1,3,94.67,1,0,0,VERY_LOW,1
Odupongkpehe Community Bank,1,1,1,1,100.0,1,0,0,VERY_LOW,0
Odupongkpehe Community Bank Plc,1,1,1,1,81.34,1,0,0,VERY_LOW,1
Odupongkpehe Rural Bank,1,1,1,1,89.34,1,0,0,VERY_LOW,0
