institute_norm,institute_standardized,institute_std_method,institute_std_source
offinso college of education,Offinso College Of Education,normalized_only,normalized_only
gyeongnamdae,Gyeongnamdae,normalized_only,normalized_only
holy trinity cathedral senior high school,Holy Trinity Cathedral Senior High School,normalized_only,normalized_only
korle bu nursing,Korle Bu Nursing,normalized_only,normalized_only
oguaa senior high,Oguaa Senior High,normalized_only,normalized_only
labone senior high scool,Labone Senior High Scool,normalized_only,normalized_only
rising sun,Rising Sun,normalized_only,normalized_only
installation,Installation,normalized_only,normalized_only
sda senior high school ko,Sda Senior High School Ko,normalized_only,normalized_only
kwanyako senior high,Kwanyako Senior High,normalized_only,normalized_only
american hotel academy,American Hotel Academy,normalized_only,normalized_only
loga,Loga,normalized_only,normalized_only
universite d evry val essonne,Universite D Evry Val Essonne,normalized_only,normalized_only
pawar public school chandiwali,Pawar Public School Chandiwali,normalized_only,normalized_only
suhum technical school,Suhum Technical School,normalized_only,normalized_only
akosombo international jhs,Akosombo International Jhs,normalized_only,normalized_only
saint augustines college,Saint Augustines College,normalized_only,normalized_only
communication,Communication,normalized_only,normalized_only
shs2,Shs2,normalized_only,normalized_only
ifp,Ifp,normalized_only,normalized_only
ahafoman senior high tech,Ahafoman Senior High Tech,normalized_only,normalized_only
acellua acadamy,Acellua Acadamy,normalized_only,normalized_only
nursing and midwifery training college tarkwa,Nursing And Midwifery Training College Tarkwa,normalized_only,normalized_only
uol,Uol,normalized_only,normalized_only
the king s university,The King S University,normalized_only,normalized_only
nmims,Nmims,normalized_only,normalized_only
igiss,Igiss,normalized_only,normalized_only
hukum,Hukum,normalized_only,normalized_only
profitness,Profitness,normalized_only,normalized_only
vivo energy ghana,Vivo Energy Ghana,normalized_only,normalized_only
rc jhs,Rc Jhs,normalized_only,normalized_only
behem,Behem,normalized_only,normalized_only
ifag,Ifag,normalized_only,normalized_only
gyaman community day school,Gyaman Community Day School,normalized_only,normalized_only
iae,Iae,normalized_only,normalized_only
delight,Delight,normalized_only,normalized_only
kaleo senior high technical school,Kaleo Senior High Technical School,normalized_only,normalized_only
37 nursing college,37 Nursing College,normalized_only,normalized_only
koforidua technical institute,Koforidua Technical Institute,normalized_only,normalized_only
multibytes academy,Multibytes Academy,normalized_only,normalized_only
mpasatia senior high scho,Mpasatia Senior High Scho,normalized_only,normalized_only
ghana communication and telecommunications university,Ghana Communication And Telecommunications University,normalized_only,normalized_only
nsaba,Nsaba,normalized_only,normalized_only
university of memphis,University Of Memphis,normalized_only,normalized_only
utamu,Utamu,normalized_only,normalized_only
tony 1educational complex,Tony 1Educational Complex,normalized_only,normalized_only
nkenkaasu shs,Nkenkaasu Shs,normalized_only,normalized_only
bekwai sda senior high,Bekwai Sda Senior High,normalized_only,normalized_only
o riley shs,O Riley Shs,normalized_only,normalized_only
bonzo kaku snr,Bonzo Kaku Snr,normalized_only,normalized_only
western command basic,Western Command Basic,normalized_only,normalized_only
korle bu nursing and midwifery training college,Korle Bu Nursing And Midwifery Training College,normalized_only,normalized_only
jooust,Jooust,normalized_only,normalized_only
best brain,Best Brain,normalized_only,normalized_only
apam secondary school,Apam Secondary School,normalized_only,normalized_only
iut lisieux,Iut Lisieux,normalized_only,normalized_only
chorkor,Chorkor,normalized_only,normalized_only
mount olives school,Mount Olives School,normalized_only,normalized_only
zureka,Zureka,normalized_only,normalized_only
elite college,Elite College,normalized_only,normalized_only
anderson university south carolina,Anderson University South Carolina,normalized_only,normalized_only
breman asikuma,Breman Asikuma,normalized_only,normalized_only
aburi girl s shs,Aburi Girl S Shs,normalized_only,normalized_only
nkonya shs,Nkonya Shs,normalized_only,normalized_only
emmunla ep school,Emmunla Ep School,normalized_only,normalized_only
studente,Studente,normalized_only,normalized_only
kpestech,Kpestech,normalized_only,normalized_only
kaladi sri krishna matrick school,Kaladi Sri Krishna Matrick School,normalized_only,normalized_only
chartered institute of taxation ghana,Chartered Institute Of Taxation Ghana,normalized_only,normalized_only
mcm dav,Mcm Dav,normalized_only,normalized_only
royals senior high school,Royals Senior High School,normalized_only,normalized_only
akatsico practice school,Akatsico Practice School,normalized_only,normalized_only
marist preparatory school,Marist Preparatory School,normalized_only,normalized_only
ecampus con gh,Ecampus Con Gh,normalized_only,normalized_only
unv,Unv,normalized_only,normalized_only
hillview montessori school,Hillview Montessori School,normalized_only,normalized_only
o reilly senior high,O Reilly Senior High,normalized_only,normalized_only
ghana christian high international high school,Ghana Christian High International High School,normalized_only,normalized_only
technician,Technician,normalized_only,normalized_only
nkroful agric s h s,Nkroful Agric S H S,normalized_only,normalized_only
windsor,Windsor,normalized_only,normalized_only
eagles college,Eagles College,normalized_only,normalized_only
st jerome senior high school,St Jerome Senior High School,normalized_only,normalized_only
accra high school shs 1,Accra High School Shs 1,normalized_only,normalized_only
unviersity of phoniex,Unviersity Of Phoniex,normalized_only,normalized_only
indiana university,Indiana University,normalized_only,normalized_only
university of sioux falls,University Of Sioux Falls,normalized_only,normalized_only
kumasi senior high techni,Kumasi Senior High Techni,normalized_only,normalized_only
tamale technical university,Tamale Technical University,normalized_only,normalized_only
esec,Esec,normalized_only,normalized_only
adventist shs,Adventist Shs,normalized_only,normalized_only
sefwi wiawso nursing trianing college,Sefwi Wiawso Nursing Trianing College,normalized_only,normalized_only
st dominic s shts,St Dominic S Shts,normalized_only,normalized_only
37 nurses training school,37 Nurses Training School,normalized_only,normalized_only
univeriti malaysia kelantan,Univeriti Malaysia Kelantan,normalized_only,normalized_only
rmu,Rmu,normalized_only,normalized_only
at joseph s college of education,At Joseph S College Of Education,normalized_only,normalized_only
sefwi nursing school,Sefwi Nursing School,normalized_only,normalized_only
acimota senior high schoo,Acimota Senior High Schoo,normalized_only,normalized_only
c y o technical vocational institute,C Y O Technical Vocational Institute,normalized_only,normalized_only
hindusthan,Hindusthan,normalized_only,normalized_only
irts talence,Irts Talence,normalized_only,normalized_only
lunar international,Lunar International,normalized_only,normalized_only
oktafricity,Oktafricity,normalized_only,normalized_only
technical university ghana,Technical University Ghana,normalized_only,normalized_only
des moines community college,Des Moines Community College,normalized_only,normalized_only
faca,Faca,normalized_only,normalized_only
success,Success,normalized_only,normalized_only
kwanyako shs,Kwanyako Shs,normalized_only,normalized_only
kwegyir aggrey senior hig,Kwegyir Aggrey Senior Hig,normalized_only,normalized_only
armed forces shs accra,Armed Forces Shs Accra,normalized_only,normalized_only
agona sda senior high school,Agona Sda Senior High School,normalized_only,normalized_only
primary 6,Primary 6,normalized_only,normalized_only
abor senior high technical school,Abor Senior High Technical School,normalized_only,normalized_only
secondary sources,Secondary Sources,normalized_only,normalized_only
berekum presec,Berekum Presec,normalized_only,normalized_only
love ead int school,Love Ead Int School,normalized_only,normalized_only
sodidakfdl,Sodidakfdl,normalized_only,normalized_only
st hubert seminary,St Hubert Seminary,normalized_only,normalized_only
tema parents association school,Tema Parents Association School,normalized_only,normalized_only
st joseph seminary shs,St Joseph Seminary Shs,normalized_only,normalized_only
nkoranman senior high,Nkoranman Senior High,normalized_only,normalized_only
akuamuman senior high,Akuamuman Senior High,normalized_only,normalized_only
lets,Lets,normalized_only,normalized_only
hongzejun,Hongzejun,normalized_only,normalized_only
battor secondary school,Battor Secondary School,normalized_only,normalized_only
newland schools,Newland Schools,normalized_only,normalized_only
diaspora girls shs,Diaspora Girls Shs,normalized_only,normalized_only
longisa,Longisa,normalized_only,normalized_only
feliham memorial school,Feliham Memorial School,normalized_only,normalized_only
school of hard knocks,School Of Hard Knocks,normalized_only,normalized_only
vesec,Vesec,normalized_only,normalized_only
oll s h s,Oll S H S,normalized_only,normalized_only
pentecost senior high sch,Pentecost Senior High Sch,normalized_only,normalized_only
mfansiman girls shs,Mfansiman Girls Shs,normalized_only,normalized_only
37 nursing and midwifery college,nursing and midwifery training college,manual_map,fuzzy_confirmed
regional maritime uni,Regional Maritime Uni,normalized_only,normalized_only
st roses senior high school,St Roses Senior High School,normalized_only,normalized_only
lpst,Lpst,normalized_only,normalized_only
chameli devi institute of pharmacy indore,Chameli Devi Institute Of Pharmacy Indore,normalized_only,normalized_only
electricidad,Electricidad,normalized_only,normalized_only
wallahs,Wallahs,normalized_only,normalized_only
kanton,Kanton,normalized_only,normalized_only
fataw ibrahim,Fataw Ibrahim,normalized_only,normalized_only
expressjet,Expressjet,normalized_only,normalized_only
osu presbyterian senior high,Osu Presbyterian Senior High,normalized_only,normalized_only
haute ecole en condorcet,Haute Ecole En Condorcet,normalized_only,normalized_only
dasland ghana limited,Dasland Ghana Limited,normalized_only,normalized_only
universitas kristen toraja,Universitas Kristen Toraja,normalized_only,normalized_only
s h s 3,S H S 3,normalized_only,normalized_only
amref africa,Amref Africa,normalized_only,normalized_only
amerike2001,Amerike2001,normalized_only,normalized_only
st joseph shs,St Joseph Shs,normalized_only,normalized_only
ola shs,Ola Shs,normalized_only,normalized_only
tich,Tich,normalized_only,normalized_only
tema medass,Tema Medass,normalized_only,normalized_only
private sch,Private Sch,normalized_only,normalized_only
pinecrest elementary,Pinecrest Elementary,normalized_only,normalized_only
hilla liman technical university,Hilla Liman Technical University,normalized_only,normalized_only
northeast state,Northeast State,normalized_only,normalized_only
123456789,123456789,normalized_only,normalized_only
purple growth academy,Purple Growth Academy,normalized_only,normalized_only
sekyedumase senior high school,Sekyedumase Senior High School,normalized_only,normalized_only
university of tampa,University Of Tampa,normalized_only,normalized_only
morning glory int,Morning Glory Int,normalized_only,normalized_only
37nmc,nursing and midwifery training college,manual_map,fuzzy_confirmed
asanco shs,Asanco Shs,normalized_only,normalized_only
texas tech university health science center,Texas Tech University Health Science Center,normalized_only,normalized_only
